fsa,province,city,urban_rural,region_band,shipping_zone_code,active,notes
M5G,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=126
M5H,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=98
M5J,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=153
M5K,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
M5L,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
M5M,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
M5N,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
M5P,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=50
M5R,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
M5S,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=150
M5T,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=80
M5V,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=81
M5X,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
M6A,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
M6B,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=96
M6C,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=50
M6E,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=43
M6G,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
M6H,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=96
M6J,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
M6K,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=90
M6L,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
M6M,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=95
M6N,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
M6P,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=137
M6R,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
M6S,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
M7A,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
M8V,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=110
M8W,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
M8X,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
M8Y,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=35
M8Z,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
M9A,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=115
M9B,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=46
M9C,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=89
M9L,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
M9M,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=31
M9N,ON,York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
M9P,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
M9R,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
M9V,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=112
M9W,ON,Etobicoke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=153
N0A,ON,Port Dover,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=54
N0B,ON,Puslinch,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=152
N0C,ON,Markdale,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=35
N0E,ON,Scotland,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=66
N0G,ON,Elmwood,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=159
N0H,ON,Port Elgin,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=102
N0J,ON,Beachville,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=97
N0K,ON,Mitchell,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=68
N0L,ON,Union,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=101
N0M,ON,Exeter,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=152
N0N,ON,Forest,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=47
N0P,ON,Kent Bridge,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=92
N0R,ON,Maidstone,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=33
N1A,ON,Dunnville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
N1E,ON,Guelph,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
N1G,ON,Guelph,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
N1H,ON,Guelph,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=95
N1K,ON,Guelph,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
N1M,ON,Fergus,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=37
N1P,ON,Cambridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
N1R,ON,Cambridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=75
N1S,ON,Cambridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
N1T,ON,Cambridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
N2A,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
N2B,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
N2C,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
N2E,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
N2G,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
N2H,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
N2J,ON,Waterloo,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=78
N2K,ON,Waterloo,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
N2L,ON,Waterloo,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=71
N2M,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=67
N2N,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
N2P,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
N2R,ON,Kitchener,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
N2T,ON,Waterloo,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
N2V,ON,Waterloo,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
N2Z,ON,Kincardine,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
N3B,ON,Elmira,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
N3C,ON,Cambridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
N3H,ON,Cambridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
N3L,ON,Paris,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
N3P,ON,Brantford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
N3R,ON,Brantford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
N3S,ON,Brantford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
N3T,ON,Brantford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=80
N3W,ON,Caledonia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
N3Y,ON,Simcoe,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=51
N4B,ON,Delhi,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
N4G,ON,Tillsonburg,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
N4K,ON,Owen Sound,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
N4L,ON,Meaford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
N4N,ON,Hanover,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
N4S,ON,Woodstock,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=72
N4T,ON,Woodstock,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
N4V,ON,Woodstock,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
N4W,ON,Listowel,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
N4X,ON,St Marys,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
N4Z,ON,Stratford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
N5A,ON,Stratford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
N5C,ON,Ingersoll,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
N5H,ON,Aylmer,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
N5L,ON,Port Stanley,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
N5P,ON,St Thomas,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
N5R,ON,St Thomas,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
N5V,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=51
N5W,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
N5X,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
N5Y,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=81
N5Z,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
N6A,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=111
N6B,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=37
N6C,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
N6E,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
N6G,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=43
N6H,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=122
N6J,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
N6K,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
N6L,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
N6M,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
N6N,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
N6P,ON,London,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
N7A,ON,Goderich,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
N7G,ON,Strathroy,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
N7L,ON,Chatham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=37
N7M,ON,Chatham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
N7S,ON,Sarnia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
N7T,ON,Sarnia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=79
N7V,ON,Sarnia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
N7W,ON,Sarnia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
N7X,ON,Sarnia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
N8A,ON,Wallaceburg,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
N8H,ON,Leamington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
N8M,ON,Essex,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
N8N,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
N8P,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
N8R,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
N8S,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
N8T,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
N8W,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
N8X,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
N8Y,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
N9A,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=149
N9B,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
N9C,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
N9E,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
N9G,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
N9H,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
N9J,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=30
N9K,ON,Windsor,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
N9V,ON,Amherstburg,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
N9Y,ON,Kingsville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
P0A,ON,Sprucedale,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=44
P0B,ON,Windermere,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=28
P0C,ON,Mactier,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=9
P0E,ON,Kilworthy,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=8
P0G,ON,Nobel,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=7
P0H,ON,Trout Creek,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=55
P0J,ON,New Liskeard,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=28
P0K,ON,Matheson,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=24
P0L,ON,Driftwood,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=26
P0M,ON,Chapleau,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=70
P0N,ON,Porcupine,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=10
P0P,ON,Little Current,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=42
P0R,ON,Desbarats,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=24
P0S,ON,Echo Bay,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=15
P0T,ON,Kakabeka Falls,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=77
P0V,ON,Red Lake,rural,central,ON_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=68
P0W,ON,Emo,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=18
P0X,ON,Nestor Falls,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=17
P0Y,ON,Ingolf,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=1
P1A,ON,North Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
P1B,ON,North Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=113
P1C,ON,North Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
P1H,ON,Huntsville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
P1L,ON,Bracebridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
P1P,ON,Gravenhurst,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
P2A,ON,Parry Sound,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
P2C,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
P2N,ON,Kirkland Lake,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
P3A,ON,Sudbury,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=72
P3B,ON,Sudbury,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
P3C,ON,Sudbury,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=89
P3E,ON,Sudbury,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=110
P3L,ON,Garson,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
P3N,ON,Val Caron,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
P3P,ON,Hanmer,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
P3Y,ON,Lively,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
P4N,ON,Timmins,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
P4P,ON,Timmins,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
P4R,ON,Timmins,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
P5A,ON,Elliot Lake,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
P5E,ON,Espanola,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
P5N,ON,Kapuskasing,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
P6A,ON,Sault Ste. Marie,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=138
P6B,ON,Sault Ste. Marie,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
P6C,ON,Sault Ste. Marie,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
P7A,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=78
P7B,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=117
P7C,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=79
P7E,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=65
P7G,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
P7J,ON,Thunder Bay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
P8N,ON,Dryden,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=35
P8T,ON,Sioux Lookout,urban,central,ON_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=23
P9A,ON,Fort Frances,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=31
P9N,ON,Kenora,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
R0A,MB,Steinbach,rural,south,MB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=71
R0B,MB,Gillam,rural,central,MB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=52
R0C,MB,Riverton,rural,central,MB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=81
R0E,MB,Oakbank,rural,central,MB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=78
R0G,MB,Morris,rural,south,MB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=73
R0H,MB,High Bluff,rural,south,MB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=35
R0J,MB,Russell,rural,central,MB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=54
R0K,MB,Boissevain,rural,south,MB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=55
R0L,MB,Swan River,rural,central,MB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=52
R0M,MB,Virden,rural,south,MB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=49
R1A,MB,Selkirk,urban,central,MB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=63
R1N,MB,Portage La Prairie,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
R2C,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
R2E,MB,East St Paul,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
R2G,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=93
R2H,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
R2J,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
R2K,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
R2L,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
R2M,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=102
R2N,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
R2P,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=51
R2R,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
R2V,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
R2W,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
R2X,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
R2Y,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
R3A,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
R3B,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=122
R3C,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=258
R3E,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
R3G,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=68
R3H,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
R3J,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=87
R3K,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=37
R3L,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=106
R3M,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=75
R3N,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
R3P,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
R3R,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
R3S,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
R3T,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=88
R3V,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
R3W,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
R3Y,MB,Winnipeg,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
R4H,MB,Headingley,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
R4K,MB,Cartier,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
R4L,MB,St Francois Xavier,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
R5A,MB,St Adolphe,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
R5G,MB,Mitchell,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
R5H,MB,Ste Anne,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
R6M,MB,Morden,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
R6W,MB,Winkler,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
R7A,MB,Brandon,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=64
R7B,MB,Brandon,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
R7C,MB,Brandon,urban,south,MB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
R7N,MB,Dauphin,urban,central,MB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=37
R8A,MB,Flin Flon,urban,central,MB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=22
R8N,MB,Thompson,urban,central,MB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=41
